1	0.0171782	-1.45511
2	0.0162992	-1.49561
3	0.0163397	-1.70491
4	0.0166645	-1.25448
5	0.0167282	-1.68883
6	0.0164164	-1.34349
7	0.0167022	-1.50746
8	0.0159949	-1.39729
9	0.016423	-1.25215
10	0.0159345	-1.36478
11	0.0164699	-1.72742
12	0.0160294	-1.44843
13	0.016571	-1.84513
14	0.0162052	-1.27108
15	0.0157151	-1.07844
16	0.0161337	-1.55407
17	0.0163028	-1.87089
18	0.0170202	-1.98191
19	0.0161168	-1.52564
20	0.0175464	-1.49579
21	0.0163029	-1.59949
22	0.0166904	-1.69632
23	0.0168751	-1.99285
24	0.0159315	-1.62151
25	0.0179413	-1.67092
26	0.0166876	-1.20826
27	0.0166231	-1.21935
28	0.0164739	-1.56627
29	0.016397	-1.75097
30	0.0162825	-1.84612
31	0.0170154	-1.58805
32	0.0163276	-1.48753
33	0.0233229	-1.02675
34	0.0234886	-1.21308
35	0.0229882	-1.33619
36	0.0223308	-1.16874
37	0.0225128	-1.19002
38	0.023809	-2.04832
39	0.0226702	-1.36675
40	0.0233226	-1.3229
41	0.0230772	-1.79017
42	0.0223747	-1.35805
43	0.0224877	-1.61127
44	0.023137	-1.63794
45	0.0226566	-1.84116
46	0.0225958	-1.98941
47	0.0231381	-1.86047
48	0.0230491	-1.44535
49	0.0233926	-1.93089
50	0.0236365	-1.78794
51	0.023174	-1.76005
52	0.022419	-1.7483
53	0.0228445	-1.69045
54	0.0232731	-1.36128
55	0.0232003	-1.97713
56	0.0233547	-1.72432
57	0.0224757	-1.47446
58	0.0226273	-1.50165
59	0.0226416	-1.57617
60	0.0227587	-1.3966
61	0.0229704	-2.04342
62	0.0224034	-1.44776
63	0.0229652	-1.69343
64	0.0227374	-1.53214
65	0.0204303	-1.44616
66	0.0200411	-2.13606
67	0.0208345	-1.65912
68	0.020912	-1.94471
69	0.0205866	-1.65165
70	0.0211167	-2.54632
71	0.020374	-2.2539
72	0.0211075	-2.17893
73	0.0212162	-2.64202
74	0.0200308	-1.86674
75	0.0204719	-2.38133
76	0.0200895	-2.28613
77	0.020108	-2.07034
78	0.0196485	-2.10201
79	0.0196053	-1.72535
80	0.0200436	-1.68168
81	0.020195	-2.51277
82	0.0205045	-1.6918
83	0.0201138	-2.66424
84	0.0203351	-2.06539
85	0.0196766	-1.97298
86	0.0206108	-2.27679
87	0.0202238	-2.34495
88	0.0197261	-2.63663
89	0.0209001	-2.57142
90	0.0206168	-2.06151
91	0.0209362	-1.97436
92	0.0197483	-1.86517
93	0.0199779	-2.03671
94	0.0192692	-2.21493
95	0.0202262	-2.52395
96	0.0197577	-2.24356
97	0.0178645	-1.61915
98	0.0174185	-1.3191
99	0.0182891	-1.21899
100	0.0187582	-1.51758
101	0.0186719	-1.90506
102	0.018872	-2.3651
103	0.0183269	-1.72854
104	0.0184673	-2.03453
105	0.0180038	-1.9938
106	0.0186824	-1.69224
107	0.0179697	-1.59539
108	0.01801		-1.60809
109	0.0178229	-1.56988
110	0.0181695	-1.92283
111	0.0176536	-2.0389
112	0.0184113	-1.71855
113	0.0183913	-1.65464
114	0.0186405	-1.79314
115	0.0175265	-2.19549
116	0.0184916	-1.79628
117	0.0181001	-1.93489
118	0.0191497	-2.11366
119	0.0183311	-2.02527
120	0.0184094	-1.98968
121	0.0174438	-1.90502
122	0.0184436	-2.06705
123	0.0		0.0
124	0.0174541	-1.78783
125	0.018634	-2.22965
126	0.0181098	-1.60395
127	0.0175321	-2.61068
128	0.0172728	-1.84842
129	0	0
130	0.0216087	-3.881
131	0.02348	-4.19068
132	0.0192143	-3.1465
133	0.0187241	-2.47493
134	0.0192069	-2.96441
135	0.0201154	-2.99108
136	0.01864	-2.15388
137	0.02088	-2.95124
138	0.0179677	-2.32313
139	0.0193704	-3.21296
140	0.0201667	-3.10483
141	0	0
142	0.0111842	-1.69618
143	0.0124571	-2.43034
144	0.0164333	-4.0877
145	0.0124333	-1.97487
146	0.0121515	-1.94382
147	0.012	-1.925
148	0.0111351	-1.49924
149	0.0125	-2.685
150	0.0116389	-2.16694
151	0.0115526	-2.23766
152	0.0117297	-1.92481
153	0.0107143	-1.42029
154	0.0109524	-2.10886
155	0.011225	-2.11578
156	0.0112	-1.936
157	0.0121053	-2.31937
158	0.0119211	-2.49084
159	0.0120857	-1.99389
160	0.0118824	-1.80382
161	0	0
162	0.0110357	-0.936429
163	0.0121786	-0.832107
164	0.0112333	-1.01207
165	0.0114333	-0.327267
166	0.0116333	-0.688633
167	0.0117742	-0.791258
168	0.011	-0.384
169	0.0114688	-0.614219
170	0.0113226	-0.866742
171	0.0110937	-0.329
172	0.0106875	-0.228875
173	0.010303	-0.486424
174	0.0105161	-0.827065
175	0.01075	-0.9775
176	0.0102857	-0.448857
177	0.0109	-0.0284
178	-0.0187187	14.7602
179	0.00875	0.74225
180	0.0109412	-0.407235
181	0.106677	-49.8012
182	0.0131915	-1.43698
183	0.0135484	-1.41932
184	0.0126667	-0.973333
185	0.00943333	1.0111
186	0.013973	-1.73219
187	0.0142667	-1.86347
188	0.0113529	-0.494412
189	0.0141154	-1.76192
190	0.01955	-3.84385
191	0.011375	-1.05512
192	0	0
