1	0.0171178	-1.46546
2	0.0162504	-1.50516
3	0.0162983	-1.71317
4	0.0166308	-1.2625
5	0.0167019	-1.6948
6	0.0163982	-1.34836
7	0.0166915	-1.51032
8	0.0159913	-1.39838
9	0.0164264	-1.25118
10	0.0159446	-1.36158
11	0.0164867	-1.72247
12	0.0160524	-1.44089
13	0.0166012	-1.83607
14	0.0162404	-1.25877
15	0.0157547	-1.06347
16	0.0161798	-1.53823
17	0.0162934	-1.87332
18	0.0170122	-1.98389
19	0.0161102	-1.52754
20	0.0175403	-1.49744
21	0.0162982	-1.60084
22	0.016686	-1.69754
23	0.0168711	-1.99394
24	0.0159279	-1.62255
25	0.0179373	-1.67198
26	0.0166835	-1.2095
27	0.0166188	-1.22069
28	0.0164692	-1.56763
29	0.0163913	-1.7525
30	0.0162759	-1.84787
31	0.0170074	-1.59023
32	0.0163183	-1.49017
33	0.0233106	-1.02983
34	0.023478	-1.21567
35	0.0229799	-1.3382
36	0.0223242	-1.17042
37	0.0225076	-1.19132
38	0.0238052	-2.04906
39	0.0226681	-1.36722
40	0.0233218	-1.32306
41	0.0230777	-1.79006
42	0.0223767	-1.35754
43	0.0224909	-1.61055
44	0.0231416	-1.63693
45	0.022662	-1.84001
46	0.0226023	-1.98805
47	0.0231457	-1.85892
48	0.0230577	-1.44345
49	0.0233897	-1.93145
50	0.0236341	-1.78842
51	0.0231722	-1.76042
52	0.0224178	-1.74858
53	0.0228435	-1.69066
54	0.0232721	-1.3615
55	0.0231995	-1.97727
56	0.023354	-1.72447
57	0.022475	-1.47462
58	0.0226266	-1.50181
59	0.0226405	-1.57639
60	0.0227577	-1.39682
61	0.0229692	-2.04369
62	0.0224017	-1.44816
63	0.022963	-1.69391
64	0.0227346	-1.53275
65	0.0204403	-1.4436
66	0.0200497	-2.13408
67	0.0208424	-1.65715
68	0.0209186	-1.94314
69	0.0205916	-1.65039
70	0.0211203	-2.54556
71	0.0203763	-2.25338
72	0.0211083	-2.17875
73	0.0212153	-2.64218
74	0.0200284	-1.86735
75	0.0204678	-2.38225
76	0.0200837	-2.28747
77	0.0201008	-2.07212
78	0.0196397	-2.10424
79	0.0195945	-1.72833
80	0.0200309	-1.68515
81	0.0201939	-2.51298
82	0.0205038	-1.69198
83	0.0201136	-2.66429
84	0.0203351	-2.06539
85	0.0196771	-1.97283
86	0.0206114	-2.27667
87	0.0202243	-2.34481
88	0.0197269	-2.63646
89	0.0209009	-2.57126
90	0.0206173	-2.06137
91	0.0209368	-1.97424
92	0.0197487	-1.86501
93	0.019978	-2.03671
94	0.0192689	-2.21499
95	0.0202255	-2.52411
96	0.0197566	-2.24378
97	0.0179265	-1.60073
98	0.0174719	-1.30231
99	0.0183374	-1.20451
100	0.0187994	-1.50632
101	0.0187042	-1.89702
102	0.0188954	-2.36019
103	0.018341	-1.72512
104	0.0184718	-2.03359
105	0.017999	-1.99492
106	0.0186679	-1.69539
107	0.0179456	-1.60058
108	0.0179758	-1.61496
109	0.0177793	-1.57825
110	0.0180959	-1.89008
111	0.0175897	-2.04766
112	0.018307	-1.67392
113	0.0183883	-1.65541
114	0.0186394	-1.79346
115	0.0175272	-2.19535
116	0.0184936	-1.7959
117	0.0181031	-1.93427
118	0.0191536	-2.11291
119	0.0183357	-2.02434
120	0.018414	-1.98872
121	0.0174481	-1.90404
122	0.0184482	-2.06612
123	0	0
124	0.017457	-1.78719
125	0.018636	-2.22932
126	0.0181105	-1.60379
127	0.0175311	-2.61096
128	0.01727	-1.84917
129	0	0
130	0.0184846	-2.5308
131	0.0221536	-3.61321
132	0.018605	-2.84022
133	0.0188462	-2.49283
134	0.0192252	-2.94947
135	0.0197681	-2.82879
136	0.0184664	-2.07821
137	0.0194032	-2.39528
138	0.0179552	-2.32262
139	0.0196156	-3.33552
140	0.0210217	-3.46917
141	0	0
142	0.0119532	-2.16772
143	0.0126194	-2.55956
144	0.0135055	-2.6817
145	0.0125253	-1.99913
146	0.0120988	-1.90021
147	0.0120285	-1.92694
148	0.0111476	-1.49517
149	0.0125097	-2.68163
150	0.0117061	-2.19892
151	0.0115089	-2.20723
152	0.0117597	-1.93742
153	0.0107474	-1.43769
154	0.0110243	-2.15226
155	0.0112405	-2.12475
156	0.0112868	-1.98854
157	0.0120803	-2.30495
158	0.0119789	-2.53121
159	0.0121563	-2.0381
160	0.01219	-1.97486
161	0	0
162	0.0110732	-0.965039
163	0.0123289	-0.897435
164	0.011371	-1.08601
165	0.0116857	-0.441087
166	0.0118137	-0.780194
167	0.0117703	-0.793467
168	0.0109719	-0.371975
169	0.0114341	-0.596747
170	0.0113339	-0.864833
171	0.0114375	-0.48635
172	0.0109841	-0.353206
173	0.0103097	-0.482748
174	0.0106268	-0.868357
175	0.0107732	-0.971056
176	0.00991214	-0.277206
177	0.010781	-0.049356
178	0.0114527	-0.913662
179	0.00904944	0.550093
180	0.0113456	-0.648283
181	0.0114267	-0.819397
182	0.0131832	-1.45153
183	0.0136255	-1.46869
184	0.0126542	-0.967103
185	0.0106086	0.431401
186	0.0138769	-1.64784
187	0.0150582	-2.1992
188	0.0104329	-0.0265629
189	0.0130411	-1.23747
190	0.018638	-3.39933
191	0.0108872	-0.751094
192	0	0
